(2024-08-17 10:44:53,045) [INFO] ARA: init started ...
(2024-10-21 13:50:31,231) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:32,229) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:32,230) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:32,234) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:32,234) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:32,234) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:32,234) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:33,228) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:33,229) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:33,230) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:33,230) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:33,230) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:33,230) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:34,228) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:34,229) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:34,230) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:34,230) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:34,230) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:34,230) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:35,239) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:35,240) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:35,241) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:35,241) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:35,241) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:35,241) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:36,228) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:36,229) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:36,230) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:36,230) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:36,232) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:36,232) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:37,229) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:37,229) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:37,230) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:37,231) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:37,231) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:37,231) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:38,229) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:38,230) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:38,231) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:38,231) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:38,231) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:38,231) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:39,229) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:39,230) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:39,230) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:39,231) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:39,231) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:39,231) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:40,229) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:40,229) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:40,230) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:40,231) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:40,231) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:40,232) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:41,238) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:41,239) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:41,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:41,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:41,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:41,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:42,228) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:42,229) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:42,230) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:42,230) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:42,231) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:42,231) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:43,238) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:43,239) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:43,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:43,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:43,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:43,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:44,247) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:44,247) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:44,247) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:44,247) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:44,248) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:44,248) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:45,259) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:45,259) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:45,259) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:45,259) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:45,260) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:45,260) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:46,250) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:46,251) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:46,251) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:46,251) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:46,252) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:46,252) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:47,248) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:47,248) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:47,249) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:47,249) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:47,250) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:47,250) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:48,238) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:48,239) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:48,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:48,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:48,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:48,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:49,238) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:49,239) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:49,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:49,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:49,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:49,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:50,238) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:50,239) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:50,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:50,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:50,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:50,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:51,248) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:51,249) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:51,252) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:51,252) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:51,253) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:51,253) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:52,258) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:52,259) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:52,259) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:52,259) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:52,260) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:52,260) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:53,238) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:53,239) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:53,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:53,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:53,241) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:53,241) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:54,238) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:54,239) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:54,240) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:54,240) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:54,241) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:54,241) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:55,260) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:55,261) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:55,261) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:55,262) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:55,262) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:55,262) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:56,258) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:56,259) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:56,259) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:56,260) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:56,260) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:56,260) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:57,249) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:57,250) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:57,251) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:57,251) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:57,252) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:57,252) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:58,249) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:58,250) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:58,251) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:58,251) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:58,251) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:58,251) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:59,252) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:50:59,252) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:50:59,253) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:59,253) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:50:59,254) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:50:59,254) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:00,258) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:00,258) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:00,258) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:00,258) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:00,259) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:00,259) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:01,251) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:01,252) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:01,252) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:01,252) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:01,252) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:01,252) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:02,258) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:02,259) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:02,260) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:02,260) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:02,261) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:02,261) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:03,252) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:03,253) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:03,254) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:03,254) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:03,254) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:03,254) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:04,258) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:04,259) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:04,260) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:04,260) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:04,260) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:04,260) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:05,268) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:05,269) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:05,270) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:05,270) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:05,270) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:05,270) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:06,270) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:06,271) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:06,271) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:06,271) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:06,271) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:06,271) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:07,268) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:07,269) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:07,270) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:07,270) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:07,271) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:07,271) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:08,269) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:08,269) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:08,270) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:08,270) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:08,271) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:08,271) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:09,259) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:09,259) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:09,260) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:09,260) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:09,260) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:09,261) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:10,270) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:10,271) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:10,272) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:10,272) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:10,272) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:10,272) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:11,268) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:11,269) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:11,270) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:11,270) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:11,271) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:11,271) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:12,268) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:12,268) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:12,268) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:12,268) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:12,269) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:12,269) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:13,260) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:13,261) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:13,262) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:13,262) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:13,262) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:13,262) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:14,270) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:14,271) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:14,271) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:14,271) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:14,272) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:14,272) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:15,259) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:15,261) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:15,262) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:15,262) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:15,263) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:15,263) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:16,268) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:16,268) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:16,268) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:16,269) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:16,269) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:16,269) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:17,279) [INFO] instrument press detected: 0; sequencer: <ARA.ara.sequencer.Sequencer object at 0x17fcc2b90>
(2024-10-21 13:51:17,279) [INFO] selected instrument: 0, updating leds
(2024-10-21 13:51:17,280) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:17,280) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
(2024-10-21 13:51:17,280) [INFO] updating instrument leds, getting instruments
(2024-10-21 13:51:17,280) [INFO] instruments: [True, False, False, False, False, False, False, False], mutted: [False, False, False, False, False, False, False, False]
